date,quantity_used,material,unit_price,lead_time_days,late_delivery_risk,region,shipping_mode
2015-01-03,71,Perfect Fitness Perfect Rip Deck,59.99000168,4.3,1,South America,Standard Class
2015-01-03,3,Team Golf Texas Longhorns Putter Grip,24.98999977,2.0,0,Caribbean,Standard Class
2015-01-03,1,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,1.0,1,South America,Same Day
2015-01-03,36,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.3,1,South America,Second Class
2015-01-03,2,Under Armour Women's Ignite Slide,31.98999977,6.0,1,Central America,Standard Class
2015-01-04,3,Bag Boy Beverage Holder,24.98999977,2.0,0,Caribbean,Standard Class
2015-01-04,1,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,3.0,0,Central America,Standard Class
2015-01-04,4,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,4.0,1,Central America,First Class
2015-01-04,5,Clicgear Rovic Cooler Bag,39.99000168,2.0,1,Central America,First Class
2015-01-04,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.2,1,Central America,Standard Class
2015-01-04,14,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.7,1,Central America,Second Class
2015-01-04,2,Nike Dri-FIT Crew Sock 6 Pack,22.0,3.0,0,South America,Standard Class
2015-01-04,15,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.1,1,Central America,First Class
2015-01-04,2,Nike Men's Deutschland Weltmeister Winners Bl,30.0,5.0,1,Central America,Standard Class
2015-01-04,75,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.8,1,Central America,Standard Class
2015-01-04,44,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.1,1,Central America,First Class
2015-01-04,2,Nike Women's Legend V-Neck T-Shirt,25.0,3.0,0,Central America,Standard Class
2015-01-04,6,Nike Women's Tempo Shorts,30.0,2.7,1,Central America,Same Day
2015-01-04,44,O'Brien Men's Neoprene Life Vest,49.97999954,3.9,1,South America,Standard Class
2015-01-04,13,Pelican Sunstream 100 Kayak,199.9900055,3.1,1,Central America,Standard Class
2015-01-04,86,Perfect Fitness Perfect Rip Deck,59.99000168,3.1,1,Central America,First Class
2015-01-04,4,Titleist Pro V1x Golf Balls,47.99000168,3.0,0,South America,Standard Class
2015-01-04,5,Titleist Pro V1x High Numbers Golf Balls,47.99000168,2.0,0,South America,Second Class
2015-01-04,2,Titleist Pro V1x High Numbers Personalized Go,51.99000168,4.0,0,Central America,Standard Class
2015-01-04,45,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2.9,1,South America,Standard Class
2015-01-05,4,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,6.0,1,Central America,Standard Class
2015-01-05,12,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.4,1,Central America,Standard Class
2015-01-05,1,ENO Atlas Hammock Straps,29.98999977,5.0,1,South America,Standard Class
2015-01-05,11,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4.1,1,Central America,Second Class
2015-01-05,1,Glove It Urban Brick Golf Towel,15.98999977,5.0,1,South America,Standard Class
2015-01-05,3,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,6.0,1,Central America,Standard Class
2015-01-05,4,Hirzl Men's Hybrid Golf Glove,14.98999977,5.0,1,South America,Standard Class
2015-01-05,2,Hirzl Women's Soffft Flex Golf Glove,17.98999977,4.0,0,Central America,Standard Class
2015-01-05,17,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.3,1,Central America,Second Class
2015-01-05,3,Nike Men's Comfort 2 Slide,44.99000168,4.0,1,Central America,Standard Class
2015-01-05,39,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.7,1,Central America,Standard Class
2015-01-05,38,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.3,1,Central America,Standard Class
2015-01-05,1,Nike Women's Legend V-Neck T-Shirt,25.0,3.0,0,Central America,Standard Class
2015-01-05,58,O'Brien Men's Neoprene Life Vest,49.97999954,3.7,1,Central America,Standard Class
2015-01-05,15,Pelican Sunstream 100 Kayak,199.9900055,4.3,1,South America,First Class
2015-01-05,82,Perfect Fitness Perfect Rip Deck,59.99000168,3.6,1,Central America,Standard Class
2015-01-05,3,Team Golf New England Patriots Putter Grip,24.98999977,3.0,1,Central America,Second Class
2015-01-05,2,Team Golf Tennessee Volunteers Putter Grip,24.98999977,3.0,1,Central America,Second Class
2015-01-05,2,Titleist Pro V1x Golf Balls,47.99000168,2.0,0,Central America,Second Class
2015-01-05,47,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.4,1,Central America,Standard Class
2015-01-05,5,Under Armour Men's Compression EV SL Slide,44.99000168,4.0,0,Central America,Standard Class
2015-01-05,5,Under Armour Women's Ignite PIP VI Slide,31.98999977,2.0,0,Central America,Second Class
2015-01-05,5,adidas Men's Germany Black Crest Away Tee,25.0,5.0,1,Central America,Second Class
2015-01-06,1,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,4.0,1,Central America,Second Class
2015-01-06,7,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,3.5,0,Central America,Standard Class
2015-01-06,3,Columbia Men's PFG Anchor Tough T-Shirt,30.0,6.0,1,Central America,Standard Class
2015-01-06,10,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.5,1,South America,First Class
2015-01-06,17,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.3,1,Central America,Same Day
2015-01-06,8,Glove It Urban Brick Golf Towel,15.98999977,3.5,1,South America,Standard Class
2015-01-06,3,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,2.0,0,Caribbean,Standard Class
2015-01-06,4,Nike Dri-FIT Crew Sock 6 Pack,22.0,2.0,0,Caribbean,Standard Class
2015-01-06,17,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Central America,Standard Class
2015-01-06,27,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.7,1,South America,Standard Class
2015-01-06,43,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.7,1,South America,First Class
2015-01-06,4,Nike Women's Tempo Shorts,30.0,6.0,1,Caribbean,Standard Class
2015-01-06,79,O'Brien Men's Neoprene Life Vest,49.97999954,4.2,1,South America,Standard Class
2015-01-06,17,Pelican Sunstream 100 Kayak,199.9900055,3.6,1,South America,Standard Class
2015-01-06,62,Perfect Fitness Perfect Rip Deck,59.99000168,4.3,1,Central America,Standard Class
2015-01-06,5,TYR Boys' Team Digi Jammer,39.99000168,3.0,0,South America,Standard Class
2015-01-06,5,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,3.0,0,South America,Standard Class
2015-01-06,3,Top Flite Women's 2014 XL Hybrid,19.98999977,5.0,1,Central America,Standard Class
2015-01-06,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.2,1,South America,Standard Class
2015-01-06,1,Under Armour Kids' Mercenary Slide,27.98999977,3.0,1,South America,Second Class
2015-01-06,1,Under Armour Men's Tech II T-Shirt,24.98999977,6.0,1,Central America,Second Class
2015-01-06,3,adidas Youth Germany Black/Red Away Match Soc,70.0,4.0,1,Central America,Second Class
2015-01-07,4,Bag Boy Beverage Holder,24.98999977,2.0,1,South America,First Class
2015-01-07,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.2,1,Central America,First Class
2015-01-07,15,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,2.4,1,Central America,First Class
2015-01-07,4,Hirzl Women's Soffft Flex Golf Glove,17.98999977,2.5,1,Central America,Second Class
2015-01-07,17,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.2,1,Central America,First Class
2015-01-07,2,Nike Men's Deutschland Weltmeister Winners Bl,30.0,5.0,1,South America,Standard Class
2015-01-07,54,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.9,1,Central America,Standard Class
2015-01-07,36,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.9,1,Central America,First Class
2015-01-07,1,Nike Women's Tempo Shorts,30.0,4.0,0,South America,Standard Class
2015-01-07,58,O'Brien Men's Neoprene Life Vest,49.97999954,3.5,1,South America,Standard Class
2015-01-07,18,Pelican Sunstream 100 Kayak,199.9900055,3.4,1,South America,Second Class
2015-01-07,66,Perfect Fitness Perfect Rip Deck,59.99000168,3.0,1,Central America,Standard Class
2015-01-07,3,Team Golf San Francisco Giants Putter Grip,24.98999977,4.0,1,Central America,Second Class
2015-01-07,1,Team Golf Texas Longhorns Putter Grip,24.98999977,5.0,1,Central America,Standard Class
2015-01-07,2,Top Flite Women's 2014 XL Hybrid,19.98999977,4.0,0,South America,Standard Class
2015-01-07,32,Under Armour Girls' Toddler Spine Surge Runni,39.99000167999999,3.0,1,Central America,Standard Class
2015-01-07,5,adidas Men's Germany Black Crest Away Tee,25.0,2.0,1,Central America,First Class
2015-01-08,7,Clicgear Rovic Cooler Bag,39.99000168,2.0,1,Central America,First Class
2015-01-08,18,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.7,1,Central America,Second Class
2015-01-08,5,ENO Atlas Hammock Straps,29.98999977,3.5,1,Caribbean,Second Class
2015-01-08,23,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4.2,1,Central America,First Class
2015-01-08,2,Glove It Urban Brick Golf Towel,15.98999977,3.0,0,South America,Standard Class
2015-01-08,3,Hirzl Men's Hybrid Golf Glove,14.98999977,3.0,0,Central America,Standard Class
2015-01-08,6,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,5.5,1,Central America,Standard Class
2015-01-08,5,Nike Dri-FIT Crew Sock 6 Pack,22.0,4.0,0,Central America,Standard Class
2015-01-08,26,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,Central America,Standard Class
2015-01-08,5,Nike Men's Deutschland Weltmeister Winners Bl,30.0,3.0,0,South America,Standard Class
2015-01-08,66,Nike Men's Dri-FIT Victory Golf Polo,50.0,4.2,1,Central America,Standard Class
2015-01-08,16,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.0,1,South America,Standard Class
2015-01-08,1,Nike Women's Tempo Shorts,30.0,3.0,0,Central America,Standard Class
2015-01-08,37,O'Brien Men's Neoprene Life Vest,49.97999954,4.0,1,South America,Standard Class
2015-01-08,12,Pelican Sunstream 100 Kayak,199.99000549999997,3.8,1,Central America,Second Class
2015-01-08,75,Perfect Fitness Perfect Rip Deck,59.990001680000006,3.7,1,Central America,First Class
2015-01-08,2,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,5.0,1,Central America,Standard Class
2015-01-08,2,Team Golf San Francisco Giants Putter Grip,24.98999977,6.0,1,Central America,Standard Class
2015-01-08,3,Team Golf Tennessee Volunteers Putter Grip,24.98999977,5.5,1,South America,Second Class
2015-01-08,6,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,3.0,0,Caribbean,Standard Class
2015-01-08,17,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.6,1,Central America,First Class
2015-01-08,6,Under Armour Men's Tech II T-Shirt,24.98999977,3.0,0,Central America,Standard Class
2015-01-08,5,Under Armour Women's Ignite Slide,31.98999977,2.0,0,South America,Standard Class
2015-01-08,2,Under Armour Women's Micro G Skulpt Running S,54.97000122,3.0,1,Central America,Second Class
2015-01-08,1,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,6.0,1,South America,Standard Class
2015-01-09,2,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,4.0,0,Central America,Standard Class
2015-01-09,1,Columbia Men's PFG Anchor Tough T-Shirt,30.0,2.0,0,Central America,Standard Class
2015-01-09,9,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.1,1,Central America,Second Class
2015-01-09,11,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4.1,1,Central America,Standard Class
2015-01-09,4,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,1.0,1,Caribbean,Same Day
2015-01-09,1,Glove It Women's Mod Oval Golf Glove,19.98999977,2.0,0,Central America,Standard Class
2015-01-09,5,Hirzl Women's Hybrid Golf Glove,14.98999977,6.0,1,Caribbean,Standard Class
2015-01-09,1,Hirzl Women's Soffft Flex Golf Glove,17.98999977,6.0,1,South America,Standard Class
2015-01-09,1,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,2.0,1,Central America,First Class
2015-01-09,17,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.8,1,South America,Standard Class
2015-01-09,5,Nike Men's Deutschland Weltmeister Winners Bl,30.0,2.0,1,Central America,First Class
2015-01-09,43,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.4,1,South America,Standard Class
2015-01-09,20,Nike Men's Free 5.0+ Running Shoe,99.98999786,4.0,1,Caribbean,Standard Class
2015-01-09,3,Nike Women's Tempo Shorts,30.0,2.0,0,Central America,Standard Class
2015-01-09,30,O'Brien Men's Neoprene Life Vest,49.97999954,3.1,1,Central America,Standard Class
2015-01-09,9,Pelican Sunstream 100 Kayak,199.9900055,4.0,1,Central America,Standard Class
2015-01-09,65,Perfect Fitness Perfect Rip Deck,59.99000168,3.9,1,South America,Standard Class
2015-01-09,1,Titleist Pro V1x High Numbers Personalized Go,51.99000168,2.0,0,South America,Standard Class
2015-01-09,16,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.2,1,South America,Standard Class
2015-01-09,2,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,3.0,0,Central America,Standard Class
2015-01-09,5,Under Armour Kids' Mercenary Slide,27.98999977,2.0,0,Central America,Standard Class
2015-01-09,2,Under Armour Women's Ignite PIP VI Slide,31.98999977,5.0,1,Central America,Standard Class
2015-01-09,5,Under Armour Women's Micro G Skulpt Running S,54.97000122,4.0,1,Central America,Second Class
2015-01-09,5,adidas Men's Germany Black Crest Away Tee,25.0,5.0,1,Caribbean,Standard Class
2015-01-10,6,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,3.5,1,Caribbean,Standard Class
2015-01-10,1,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,4.0,1,Central America,Second Class
2015-01-10,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,2.8,1,Central America,Same Day
2015-01-10,4,ENO Atlas Hammock Straps,29.98999977,4.0,0,Central America,Standard Class
2015-01-10,15,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.7,1,Central America,First Class
2015-01-10,4,Glove It Imperial Golf Towel,15.98999977,3.0,0,Central America,Standard Class
2015-01-10,3,Hirzl Women's Hybrid Golf Glove,14.98999977,2.0,1,Central America,First Class
2015-01-10,3,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,2.0,1,Central America,First Class
2015-01-10,25,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.3,1,Caribbean,Standard Class
2015-01-10,49,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.3,1,Central America,Standard Class
2015-01-10,52,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.2,1,South America,Standard Class
2015-01-10,3,Nike Women's Legend V-Neck T-Shirt,25.0,2.0,1,Central America,First Class
2015-01-10,2,Nike Women's Tempo Shorts,30.0,2.0,0,Central America,Standard Class
2015-01-10,56,O'Brien Men's Neoprene Life Vest,49.97999954,3.4,1,Central America,Standard Class
2015-01-10,16,Pelican Sunstream 100 Kayak,199.9900055,3.2,1,Central America,Same Day
2015-01-10,65,Perfect Fitness Perfect Rip Deck,59.99000168,3.0,1,Caribbean,Standard Class
2015-01-10,5,TYR Boys' Team Digi Jammer,39.99000168,2.0,1,Central America,First Class
2015-01-10,3,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,4.0,1,Central America,Second Class
2015-01-10,3,Titleist Pro V1x High Numbers Personalized Go,51.99000168,3.0,0,Central America,Standard Class
2015-01-10,16,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.0,1,Central America,Standard Class
2015-01-11,1,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,4.0,0,South America,Standard Class
2015-01-11,3,Clicgear 8.0 Shoe Brush,9.989999771,4.0,0,South America,Standard Class
2015-01-11,4,Columbia Men's PFG Anchor Tough T-Shirt,30.0,4.0,0,Caribbean,Standard Class
2015-01-11,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.0,1,Central America,First Class
2015-01-11,25,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4.2,1,Central America,Standard Class
2015-01-11,2,Glove It Women's Imperial Golf Glove,19.98999977,2.0,1,Central America,First Class
2015-01-11,4,Glove It Women's Mod Oval Golf Glove,19.98999977,3.0,0,South America,Standard Class
2015-01-11,3,Hirzl Women's Hybrid Golf Glove,14.98999977,2.0,0,Central America,Standard Class
2015-01-11,2,Hirzl Women's Soffft Flex Golf Glove,17.98999977,3.0,0,Central America,Standard Class
2015-01-11,14,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,4.2,1,Central America,Standard Class
2015-01-11,63,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.6,1,Central America,Standard Class
2015-01-11,27,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.4,1,Central America,Standard Class
2015-01-11,2,Nike Women's Legend V-Neck T-Shirt,25.0,4.0,0,Central America,Standard Class
2015-01-11,38,O'Brien Men's Neoprene Life Vest,49.97999954,3.7,1,Central America,Standard Class
2015-01-11,10,Pelican Sunstream 100 Kayak,199.9900055,3.5,1,Central America,Standard Class
2015-01-11,59,Perfect Fitness Perfect Rip Deck,59.99000168,4.0,1,Caribbean,Standard Class
2015-01-11,2,Team Golf New England Patriots Putter Grip,24.98999977,3.0,0,South America,Standard Class
2015-01-11,3,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,2.0,1,Central America,First Class
2015-01-11,2,Team Golf Tennessee Volunteers Putter Grip,24.98999977,3.0,0,Central America,Standard Class
2015-01-11,4,Team Golf Texas Longhorns Putter Grip,24.98999977,3.0,0,Central America,Standard Class
2015-01-11,3,Titleist Pro V1x High Numbers Golf Balls,47.99000168,5.0,1,Central America,Standard Class
2015-01-11,3,Titleist Pro V1x High Numbers Personalized Go,51.99000168,2.0,0,South America,Standard Class
2015-01-11,3,Top Flite Women's 2014 XL Hybrid,19.98999977,2.5,1,Central America,First Class
2015-01-11,24,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.0,1,Central America,Standard Class
2015-01-11,2,Under Armour Men's Compression EV SL Slide,44.99000168,6.0,1,Caribbean,Standard Class
2015-01-11,3,Under Armour Women's Ignite Slide,31.98999977,2.0,0,Central America,Standard Class
2015-01-12,2,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,6.0,1,South America,Standard Class
2015-01-12,18,Diamondback Women's Serene Classic Comfort Bi,299.980011,4.0,1,Central America,Standard Class
2015-01-12,18,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.5,1,Central America,Standard Class
2015-01-12,5,Glove It Urban Brick Golf Towel,15.98999977,1.0,1,South America,Same Day
2015-01-12,4,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,2.0,1,South America,First Class
2015-01-12,1,Glove It Women's Mod Oval Golf Glove,19.98999977,4.0,1,South America,Second Class
2015-01-12,11,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.6,1,South America,First Class
2015-01-12,3,Nike Men's Deutschland Weltmeister Winners Bl,30.0,3.5,1,Central America,Second Class
2015-01-12,86,Nike Men's Dri-FIT Victory Golf Polo,50.0,3.5,1,Central America,Standard Class
2015-01-12,44,Nike Men's Free 5.0+ Running Shoe,99.98999786,3.8,1,Central America,Standard Class
2015-01-12,6,Nike Women's Legend V-Neck T-Shirt,25.0,5.0,1,Central America,Standard Class
2015-01-12,5,Nike Women's Tempo Shorts,30.0,4.0,1,South America,Second Class
2015-01-12,85,O'Brien Men's Neoprene Life Vest,49.97999954,3.7,1,South America,Standard Class
2015-01-12,17,Pelican Sunstream 100 Kayak,199.9900055,3.7,1,South America,Standard Class
2015-01-12,94,Perfect Fitness Perfect Rip Deck,59.99000168,3.5,1,Central America,Standard Class
2015-01-12,3,TYR Boys' Team Digi Jammer,39.99000168,4.0,0,Central America,Standard Class
2015-01-12,5,Team Golf Tennessee Volunteers Putter Grip,24.98999977,2.0,0,South America,Standard Class
2015-01-12,3,Team Golf Texas Longhorns Putter Grip,24.98999977,2.0,1,Central America,First Class
2015-01-12,4,Titleist Pro V1x Golf Balls,47.99000168,2.0,0,South America,Standard Class
2015-01-12,3,Titleist Pro V1x High Numbers Personalized Go,51.99000168,6.0,1,Central America,Standard Class
2015-01-12,31,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3.6,1,Caribbean,Standard Class
2015-01-12,2,Under Armour Kids' Mercenary Slide,27.98999977,3.0,0,Caribbean,Standard Class
2015-01-12,5,Under Armour Women's Ignite PIP VI Slide,31.98999977,5.0,1,South America,Standard Class
2015-01-12,5,adidas Men's Germany Black Crest Away Tee,25.0,6.0,1,South America,Standard Class
2015-01-13,1,Bag Boy Beverage Holder,24.98999977,2.0,0,Caribbean,Standard Class
2015-01-13,2,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,5.0,1,South America,Standard Class
2015-01-13,13,Diamondback Women's Serene Classic Comfort Bi,299.980011,3.9,1,Central America,Second Class
2015-01-13,16,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,3.6,1,Central America,Second Class
2015-01-13,3,Glove It Women's Imperial Golf Glove,19.98999977,5.0,1,Central America,Standard Class
2015-01-13,5,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,3.0,0,Caribbean,Standard Class
2015-01-13,4,Glove It Women's Mod Oval Golf Glove,19.98999977,4.0,0,Central America,Standard Class
2015-01-13,3,Hirzl Women's Soffft Flex Golf Glove,17.98999977,5.0,1,Central America,Standard Class
